DATE,DESCIPTION,DEBIT,CREDIT,BALANCE
8/27/2025,Internet Banking E-TRANSFER 105592458452 Cash Money,,21,
8/25/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
8/25/2025,Internet Banking E-TRANSFER 105588208412 SEMIR G ABDELLA,65,,
8/25/2025,Point of Sale - Interac RETAIL PURCHASE 001001001036 BEST BUY #702,33.59,,
8/25/2025,Point of Sale - Interac RETAIL PURCHASE 000001001465 FORBES PHARMACY,9.54,,
8/25/2025,Point of Sale - Interac RETAIL PURCHASE 523518348074 SAVE ON FOODS 2,46.1,,
8/25/2025,Point of Sale - Interac RETAIL PURCHASE 523423326845 SHELL C47030,14.55,,
8/25/2025,Point of Sale - Interac RETAIL PURCHASE 000097097622 SUBWAY 14690,35.27,,
8/21/2025,Point of Sale - Interac RETAIL PURCHASE 234001001014 CHV43087 25 HOU,20,,
8/20/2025,Point of Sale - Interac RETAIL PURCHASE 523200853896 GLO RESTAURANT,110.26,,
8/20/2025,Point of Sale - Interac RETAIL PURCHASE 523121315497 CITY OF VICTORI,6.05,,
8/19/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 523171830100,12.31,,
8/19/2025,Point of Sale - Interac RETAIL PURCHASE 523023445899 CROWN PALACE CH,26.46,,
8/19/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE AMZN Apps CA 523152065789,14.55,,
8/19/2025,Internet Banking E-TRANSFER 105581721842 SEMIR G ABDELLA,,91.62,
8/19/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 523156756800 6.99 EUR @ 1.659514,11.6,,
8/19/2025,Internet Banking INTERNET TRANSFER 000000215536,,30,
8/18/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_08 Insurance Corporation of BC,78.23,,
8/18/2025,Internet Banking INTERNET TRANSFER 000000212856,27.13,,
8/18/2025,Internet Banking INTERNET TRANSFER 000000224309,,15,
8/18/2025,Internet Banking INTERNET TRANSFER 000000212717,,35,
8/18/2025,Internet Banking E-TRANSFER 105579172608 Cash Money,,100,
8/18/2025,Automated Banking Machine ATM WITHDRAWAL WESTSHORE BKNG CTR 2C83,200,,
8/18/2025,Point of Sale - Interac RETAIL PURCHASE 137722432722 SQ *BCMA VICTOR,49,,
8/15/2025,Branch Transaction EFT DEBIT REVERSAL NATIONAL MONEY MART COM,,411.92,
8/15/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
8/15/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,78.57,,
8/15/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
8/15/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT National Money Mart Com,411.92,,
8/15/2025,Point of Sale - Interac RETAIL PURCHASE 522720149927 SHELL C47030,20.25,,
8/15/2025,Point of Sale - Interac RETAIL PURCHASE 522720130943 SHELL C47030,39.87,,
8/15/2025,Point of Sale - Interac RETAIL PURCHASE 522700517268 THE B.C MUSLIM,20,,
8/15/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE SHAW CABLESYSTE 522718362341,75,,
8/15/2025,Internet Banking E-TRANSFER 105577586514 SEMIR G ABDELLA,75,,
8/15/2025,Internet Banking INTERNET TRANSFER 000000128059,50,,
8/15/2025,Internet Banking INTERNET TRANSFER 000000127395,63.73,,
8/15/2025,Internet Banking E-TRANSFER 105577567453 Shawn Gerty,75,,
8/15/2025,Internet Banking E-TRANSFER 105577539737 Isaac A,650,,
8/15/2025,Internet Banking FULFILL REQUEST 105577528105 Cash Money,380,,
8/15/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2139.01,
8/15/2025,Internet Banking E-TRANSFER 105576485518 SEMIR G ABDELLA,93.5,,
8/13/2025,Point of Sale - Interac RETAIL PURCHASE 522518237270 SHELL C47030,39.87,,
8/13/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 522533173571,4.47,,
8/13/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE RE HUMAN T25225370822 1.00 USD @ 1.410000,1.41,,
8/13/2025,Internet Banking E-TRANSFER 105574111102 Isaac A,78.63,,
8/13/2025,Internet Banking INTERNET TRANSFER 000000225787,75,,
8/13/2025,Internet Banking E-TRANSFER 105574107173 SHAWNMATTHEWGERTY,,350,
8/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
8/12/2025,Point of Sale - Interac RETAIL PURCHASE 522412386787 SHELL C47030,23.57,,
8/11/2025,Point of Sale - Interac RETAIL PURCHASE 000001001906 WALMART STORE #,47.51,,
8/11/2025,Point of Sale - Interac RETAIL PURCHASE 991193140809 BRIDGEMANS BIST,58.63,,
8/11/2025,Internet Banking E-TRANSFER 105570912002 YISEHAK ABDELLA,,13.34,
8/11/2025,Internet Banking E-TRANSFER 105570529981 SEMIR G ABDELLA,,125,
8/5/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
8/5/2025,Internet Banking E-TRANSFER 105563709717 SEMIR G ABDELLA,79,,
8/5/2025,Internet Banking INTERNET TRANSFER 000000128705,,20,
8/5/2025,Internet Banking E-TRANSFER 105563707558 YISEHAK ABDELLA,,54,
8/5/2025,Point of Sale - Interac RETAIL PURCHASE 001001001238 ARTEMIS WHISKEY,60.72,,
8/5/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE BELL MOBILITY 521420110493,54.6,,
8/5/2025,Point of Sale - Interac RETAIL PURCHASE 137718088279 SQ *EARLS VICTO,47.26,,
8/5/2025,Point of Sale - Interac RETAIL PURCHASE 521415140183 FAIRWAY MARKET,16.21,,
8/5/2025,Internet Banking E-TRANSFER 105561477687 Isaac A,425,,
8/5/2025,Internet Banking INTERNET TRANSFER 000000136732,31.27,,
8/5/2025,Internet Banking INTERNET TRANSFER 000000135968,67.75,,
8/5/2025,Internet Banking E-TRANSFER 105561472928 SEMIR G ABDELLA,150,,
8/5/2025,Point of Sale - Interac RETAIL PURCHASE 521322497123 SHELL C47030,50,,
8/5/2025,Point of Sale - Interac RETAIL PURCHASE 521322414049 11177 MACS CONV,55.18,,
8/5/2025,Point of Sale - Visa Debit VISA DIRECT CREDIT National Money 521402862031,,1084,
8/5/2025,Internet Banking E-TRANSFER 105560491979 Jenny Phan,1650,,
8/5/2025,Internet Banking E-TRANSFER 105560487226 Cash Money,,1000,
8/5/2025,Point of Sale - Interac RETAIL PURCHASE 137717696811 SQ *BCMA VICTOR,49,,
8/1/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,79.36,,
8/1/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
8/1/2025,Point of Sale - Interac RETAIL PURCHASE 521315737396 STARBUCKS COFFE,5.78,,
8/1/2025,Point of Sale - Interac RETAIL PURCHASE 521318119294 NATIONAL MONEY,855,,
8/1/2025,Point of Sale - Interac RETAIL PURCHASE 521300515466 THE B.C MUSLIM,20,,
8/1/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 521362943863,33.59,,
8/1/2025,Point of Sale - Interac RETAIL PURCHASE 521312236517 638 CASH MONEY,490.68,,
8/1/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2168.71,
8/1/2025,Point of Sale - Interac RETAIL PURCHASE 001001001903 CRAIG STREET BR,71.75,,
8/1/2025,Internet Banking INTERNET TRANSFER 000000138534,,12,
7/31/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,1.69,,
7/31/2025,Branch Transaction OVER LIMIT FEE,10,,
7/31/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
7/31/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
7/31/2025,Point of Sale - Interac RETAIL PURCHASE 521218313373 SHELL C47030,54.87,,
7/31/2025,Point of Sale - Interac RETAIL PURCHASE 000097352139 SUBWAY 14690,27.5,,
7/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 521235051864,5.59,,
7/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 521251135617,59.34,,
7/31/2025,Internet Banking E-TRANSFER 105557651534 SEMIR G ABDELLA,125,,
7/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE PrimeVideo.ca 521251351933,16.79,,
7/31/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 521234980428,24.63,,
7/30/2025,Internet Banking E-TRANSFER 105556383753 SEMIR G ABDELLA,225,,
7/30/2025,Internet Banking E-TRANSFER 105556383049 SHAWNMATTHEWGERTY,,600,
7/28/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
7/28/2025,Point of Sale - Interac RETAIL PURCHASE 000001001470 WALMART STORE #,132.87,,
7/28/2025,Internet Banking E-TRANSFER 105553000416 YISEHAK ABDELLA,,9.17,
7/28/2025,Point of Sale - Interac RETAIL PURCHASE 000001001733 WALMART STORE #,16.19,,
7/28/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE CBA*CCLEANER PI 520870042015 21.38 CAD @ 1.000000,21.38,,
7/28/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 520731626276,72.78,,
7/28/2025,Internet Banking E-TRANSFER 105550756383 SEMIR G ABDELLA,175,,
7/28/2025,Point of Sale - Interac RETAIL PURCHASE 137715448067 SQ *BCMA VICTOR,48,,
7/25/2025,Point of Sale - Interac RETAIL PURCHASE 000001010162 MACCHIATO BROAD,4.75,,
7/25/2025,Point of Sale - Interac RETAIL PURCHASE 520600514259 THE B.C MUSLIM,20,,
7/25/2025,Electronic Funds Transfer DEPOSIT IA FIDUCIE INC,,150,
7/25/2025,Internet Banking E-TRANSFER 105549430498 Isaac A,80,,
7/24/2025,Internet Banking INTERNET TRANSFER 000000138539,,420,
7/22/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
7/22/2025,Point of Sale - Interac RETAIL PURCHASE 001001001203 REAL CDN. SUPER,23.67,,
7/22/2025,Internet Banking E-TRANSFER 105545616772 Isaac A,240,,
7/21/2025,Internet Banking E-TRANSFER 105544919140 YISEHAK ABDELLA,,104,
7/21/2025,Internet Banking E-TRANSFER 105544769255 SEMIR G ABDELLA,,150,
7/21/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 520176932231,14.55,,
7/21/2025,Internet Banking INTERNET TRANSFER 000000202454,45,,
7/21/2025,Internet Banking E-TRANSFER 105543320335 SEMIR G ABDELLA,150,,
7/21/2025,Internet Banking INTERNET TRANSFER 000000137776,,275,
7/21/2025,Internet Banking E-TRANSFER 105542460219 Sheri,8,,
7/21/2025,Internet Banking INTERNET TRANSFER 000000118339,15,,
7/21/2025,Internet Banking INTERNET TRANSFER 000000108402,225,,
7/21/2025,Internet Banking E-TRANSFER 105542446502 Isaac A,322.41,,
7/21/2025,Internet Banking INTERNET TRANSFER 000000114225,69.34,,
7/21/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon Prime FR 520037548550 6.99 EUR @ 1.640916,11.47,,
7/21/2025,Point of Sale - Visa Debit VISA DIRECT CREDIT National Money 520000815655,,750,
7/21/2025,Internet Banking INTERNET TRANSFER 000000239307,6.84,,
7/21/2025,Internet Banking INTERNET TRANSFER 000000137180,,65,
7/18/2025,Branch Transaction NETWORK FEE DISCOUNT,,2,
7/18/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-CANADA/GAB-CANADA,2,,
7/18/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,80.18,,
7/18/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
7/18/2025,Point of Sale - Interac RETAIL PURCHASE 519917456551 STARBUCKS COFFE,6.78,,
7/18/2025,Automated Banking Machine ATM WITHDRAWAL INTERAC/CGI SCD 1004,63.15,,
7/18/2025,Point of Sale - Interac RETAIL PURCHASE 519918309682 NATIONAL MONEY,1140,,
7/18/2025,Point of Sale - Interac RETAIL PURCHASE 519900513188 THE B.C MUSLIM,20,,
7/18/2025,Internet Banking INTERNET TRANSFER 000000106535,,10,
7/18/2025,Internet Banking INTERNET TRANSFER 000000121442,10,,
7/18/2025,Internet Banking INTERNET TRANSFER 000000103847,47.5,,
7/18/2025,Internet Banking INTERNET TRANSFER 000000103121,75,,
7/18/2025,Internet Banking INTERNET TRANSFER 000000117075,420,,
7/18/2025,Internet Banking FULFILL REQUEST 105541617140 Cash Money,469.32,,
7/18/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2304.23,
7/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
7/14/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
7/14/2025,Branch Transaction EFT DEBIT REVERSAL 21019753 WC INSURANCE PAYMENT,,59.29,
7/14/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
7/14/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 519457260382,4.47,,
7/14/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 519461450612,51.49,,
7/14/2025,Internet Banking E-TRANSFER 105534118971 NHUPHAN,,62.1,
7/10/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
7/10/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 519130251464,14.55,,
7/9/2025,Internet Banking INTERNET TRANSFER 000000228509,226.3,,
7/9/2025,Internet Banking INTERNET TRANSFER 000000227996,,210.12,
7/9/2025,Internet Banking INTERNET TRANSFER 000000139872,42.77,,
7/9/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 519056866617,63.82,,
7/9/2025,Internet Banking INTERNET TRANSFER 000000136111,200,,
7/9/2025,Internet Banking E-TRANSFER 105529234847 Isaac A,650,,
7/9/2025,Point of Sale - Visa Debit VISA DIRECT CREDIT National Money 519000570486,,1000,
7/7/2025,Branch Transaction EFT DEBIT REVERSAL 000000000000000 B.C. HYDRO POWER AUTHORITY,,274.89,
7/7/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
7/7/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 000000000000000 B.C. HYDRO & POWER AUTHORITY,274.89,,
7/7/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Audible CA 518803370815 16.74 CAD @ 1.000000,16.74,,
7/7/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca Prime 518717311590,5.59,,
7/7/2025,Automated Banking Machine ATM WITHDRAWAL WESTSHORE BKNG CTR 2C83,160,,
7/7/2025,Internet Banking INTERNET TRANSFER 000000204696,45,,
7/7/2025,Point of Sale - Interac RETAIL PURCHASE 518700685805 MOKA HOUSE,5.55,,
7/7/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE UVIC PARKING 518617283239,5,,
7/7/2025,Internet Banking INTERNET TRANSFER 000000122506,14.88,,
7/7/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon Channels 518620663574,24.63,,
7/7/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE Amazon.fr Payme 518550041337 131.49 CAD @ 1.000000,131.49,,
7/4/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,80.97,,
7/4/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
7/4/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca 518506808957,39.89,,
7/4/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE Amazon.ca 518553283005,89.69,,
7/4/2025,Internet Banking E-TRANSFER 105524059374 Isaac A,450,,
7/4/2025,Internet Banking INTERNET BILL PAY 000000136247 SHAW CABLE,150,,
7/4/2025,Internet Banking INTERNET BILL PAY 000000136245 BELL MOBILITY / BELL MOBI,150,,
7/4/2025,Internet Banking INTERNET TRANSFER 000000113386,250,,
7/4/2025,Internet Banking FULFILL REQUEST 105524050627 Cash Money,650,,
7/4/2025,Internet Banking INTERNET TRANSFER 000000104881,53,,
7/4/2025,Internet Banking E-TRANSFER 105523078827 YISEHAK ABDELLA,,49,
7/4/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2387.08,
7/2/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
7/2/2025,Internet Banking INTERNET TRANSFER 000000207541,,5,
7/2/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 518237455323,39.19,,
7/2/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 518256165074,39.19,,
7/2/2025,Internet Banking E-TRANSFER 105517999612 Isaac A,100,,
7/2/2025,Internet Banking INTERNET TRANSFER 000000239828,8.57,,
7/2/2025,Internet Banking INTERNET TRANSFER 000000239112,42.15,,
7/2/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 518240597555,41.43,,
7/2/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE APPLE.COM/BILL 518150251747,82.85,,
7/2/2025,Internet Banking FULFILL REQUEST 105517798652 Yisehak Getachew Abdella,25,,
6/30/2025,Branch Transaction OVERDRAFT INTEREST CHARGE,0.55,,
6/30/2025,Branch Transaction OVER LIMIT FEE,5,,
6/30/2025,Branch Transaction SERVICE CHARGE CAPPED MONTHLY FEE$16.95 RECORD-KEEPING N/A,16.95,,
6/30/2025,Internet Banking E-TRANSFER 105517644900 Isaac A,102.98,,
6/30/2025,Internet Banking INTERNET TRANSFER 000000101709,5,,
6/30/2025,Internet Banking INTERNET TRANSFER 000000125500,42.02,,
6/30/2025,Internet Banking INTERNET BILL PAY 000000109943 SHAW CABLE,75,,
6/30/2025,Internet Banking INTERNET BILL PAY 000000109940 BELL MOBILITY / BELL MOBI,75,,
6/30/2025,Electronic Funds Transfer DEPOSIT IA FIDUCIE INC,,700,
6/27/2025,Internet Banking INTERNET TRANSFER 000000128279,,5,
6/27/2025,Internet Banking INTERNET TRANSFER 000000201978,25,,
6/27/2025,Internet Banking INTERNET TRANSFER 000000211849,,25,
6/27/2025,Internet Banking INTERNET TRANSFER 000000211517,45.42,,
6/27/2025,Internet Banking E-TRANSFER 105512466334 YISEHAK ABDELLA,,43.5,
6/26/2025,Internet Banking INTERNET TRANSFER 000000127739,55,,
6/26/2025,Internet Banking E-TRANSFER 105511851009 YISEHAK ABDELLA,,50,
6/26/2025,Internet Banking INTERNET TRANSFER 000000205515,425,,
6/26/2025,Internet Banking E-TRANSFER 105511847246 YISEHAK ABDELLA,,417.39,
6/25/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
6/25/2025,Internet Banking INTERNET TRANSFER 000000234339,39.6,,
6/24/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
6/24/2025,Point of Sale - Visa Debit VISA DEBIT RETAIL PURCHASE CIRCUIT STREAM 517506408181,405.18,,
6/24/2025,Internet Banking INTERNET TRANSFER 000000112318,,125,
6/23/2025,Branch Transaction EFT DEBIT REVERSAL CASH MONEY CHEQ,,1610,
6/23/2025,Branch Transaction NON-SUFFICIENT FUNDS CHARGE,45,,
6/23/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,1610,,
6/23/2025,Point of Sale - Interac RETAIL PURCHASE 000001001693 WALMART STORE #,137.63,,
6/23/2025,Point of Sale - Interac RETAIL PURCHASE 001001001224 SHOPPERS DRUG M,134.21,,
6/23/2025,Point of Sale - Interac RETAIL PURCHASE 517415211072 STARBUCKS COFFE,6.78,,
6/23/2025,Point of Sale - Interac RETAIL PURCHASE 000001001865 FORBES PHARMACY,15.42,,
6/23/2025,Internet Banking INTERNET TRANSFER 000000234445,,258.35,
6/23/2025,Internet Banking INTERNET TRANSFER 000000102834,,6.65,
6/23/2025,Internet Banking INTERNET TRANSFER 000000105867,75,,
6/23/2025,Internet Banking E-TRANSFER 105506345262 YISEHAK ABDELLA,,38.01,
6/23/2025,Internet Banking INTERNET TRANSFER 000000107126,24,,
6/23/2025,Internet Banking E-TRANSFER 105505940857 YISEHAK ABDELLA,,136.3,
6/23/2025,Internet Banking INTERNET TRANSFER 000000203478,,3.54,
6/23/2025,Internet Banking FULFILL REQUEST 105505532783 Cash Money,100,,
6/23/2025,Point of Sale - Interac RETAIL PURCHASE 517119210184 TIM HORTONS #13,9.91,,
6/23/2025,Point of Sale - Interac RETAIL PURCHASE 517118322839 PETRO-CANADA 58,125.57,,
6/23/2025,Point of Sale - Interac RETAIL PURCHASE 992978480620 NORTH CHINA BUF,112.95,,
6/20/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,80.63,,
6/20/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
6/20/2025,Point of Sale - Interac RETAIL PURCHASE 001001001681 SHOPPERS DRUG M,149.16,,
6/20/2025,Point of Sale - Interac RETAIL PURCHASE 517014803544 TIM HORTONS #18,5.69,,
6/20/2025,Internet Banking INTERNET TRANSFER 000000229641,1675,,
6/20/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2406.87,
6/20/2025,Point of Sale - Interac RETAIL PURCHASE 517021704243 TIM HORTONS #19,6.19,,
6/20/2025,Point of Sale - Interac RETAIL PURCHASE 517021478799 WENDY'S RESTAUR,5.64,,
6/19/2025,Point of Sale - Interac RETAIL PURCHASE 517000505584 LA SANI GRILL,32.75,,
6/19/2025,Point of Sale - Interac RETAIL PURCHASE 517011615893 TIM HORTONS #19,8.57,,
6/19/2025,Point of Sale - Interac RETAIL PURCHASE 9W5B40JN0000 Subway 51838,89.14,,
6/19/2025,Point of Sale - Interac RETAIL PURCHASE 517009107690 STARBUCKS T1 AR,6.16,,
6/18/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE SUNSHINE RETAIL 516918165755 21.00 USD @ 1.403810,29.48,,
6/17/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-INTL/GAB-INTERNAT.,5,,
6/17/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-INTL/GAB-INTERNAT.,5,,
6/17/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-INTL/GAB-INTERNAT.,5,,
6/17/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-INTL/GAB-INTERNAT.,5,,
6/17/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IC_4K.3NJ_07 Insurance Corporation of BC,79.01,,
6/17/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 5000.00 ETB @ 0.010388,51.94,,
6/17/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 5000.00 ETB @ 0.010388,51.94,,
6/17/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 5000.00 ETB @ 0.010434,52.17,,
6/17/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 5000.00 ETB @ 0.010434,52.17,,
6/16/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-INTL/GAB-INTERNAT.,5,,
6/16/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-INTL/GAB-INTERNAT.,5,,
6/16/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE DREAMLINER HOTE 516719654928 7000.00 ETB @ 0.010434,73.04,,
6/16/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 4000.00 ETB @ 0.010435,41.74,,
6/16/2025,Automated Banking Machine CORRECTION INTL ATM TRANSACTION*SCD 9000 4000.00 ETB @ 0.010435,,41.74,
6/16/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 4000.00 ETB @ 0.010435,41.74,,
6/16/2025,Internet Banking E-TRANSFER 105498301326 Isaac A,251,,
6/16/2025,Internet Banking INTERNET TRANSFER 000000218141,232.52,,
6/16/2025,Internet Banking E-TRANSFER 105498292698 SEMIR G ABDELLA,250,,
6/16/2025,Internet Banking E-TRANSFER 105498289887 Cash Money,,1500,
6/16/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 6000.00 ETB @ 0.010435,62.61,,
6/16/2025,Internet Banking E-TRANSFER 105497720117 YISEHAK ABDELLA,,100,
6/12/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
6/12/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT 21019753 WC Insurance Payment,59.29,,
6/12/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ALL MART SUPERM 516307266039 3154.96 ETB @ 0.010424,32.89,,
6/11/2025,Electronic Funds Transfer NETWORK TRANSACTION FEE ATM-INTL/GAB-INTERNAT.,5,,
6/11/2025,Automated Banking Machine INTL ATM WITHDRAWAL* INTL ATM TRANSACTION*SCD 9000 5000.00 ETB @ 0.010456,52.28,,
6/10/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE HABITYE MAMO SE 516116760160 280.00 ETB @ 0.010464,2.93,,
6/10/2025,Internet Banking E-TRANSFER 105491248677 SEMIR G ABDELLA,175,,
6/9/2025,Internet Banking INTERNET TRANSFER 000000113809,125,,
6/9/2025,Internet Banking E-TRANSFER 105488914758 SEMIR G ABDELLA,175,,
6/9/2025,Internet Banking E-TRANSFER 105488248374 Isaac A,600,,
6/9/2025,Internet Banking E-TRANSFER 105488238009 Isaac A,337.08,,
6/9/2025,Internet Banking FULFILL REQUEST 105488185146 Cash Money,570,,
6/9/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ALLMART SUPERMA 515813366326 285.00 ETB @ 0.010456,2.98,,
6/9/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ALLMART SUPERMA 515812166314 360.00 ETB @ 0.010472,3.77,,
6/9/2025,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE ALLMART SUPERMA 515811866321 3600.00 ETB @ 0.010480,37.73,,
6/6/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT CASH MONEY CHEQ,74.26,,
6/6/2025,Electronic Funds Transfer PREAUTHORIZED DEBIT IND ALL RTE IND,75,,
6/6/2025,Electronic Funds Transfer PAY PROVINCE OF B.C,,2387.08,
6/5/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
6/5/2025,Internet Banking INTERNET TRANSFER 000000224811,38.63,,
6/3/2025,Branch Transaction PAY PER USE OVERDRAFT FEE,5,,
6/3/2025,Point of Sale - Interac RETAIL PURCHASE 515409169604 YYZ TIM HORTONS,9.92,,
6/3/2025,Point of Sale - Interac RETAIL PURCHASE 515407416580 PEARSON PARKING,6,,
6/3/2025,Point of Sale - Interac RETAIL PURCHASE 515407201258 PEARSON PARKING,14,,
6/3/2025,Internet Banking E-TRANSFER 105482004251 SEMIR G ABDELLA,77.71,,
6/3/2025,Internet Banking E-TRANSFER 105482000747 Susan Ali,150,,
6/2/2025,Internet Banking INTERNET TRANSFER 000000237257,157.29,,
